electrode,theta_mean,theta_std,interpolated,participant_id,condition,task,n_epochs_used,n_bad_channels
CP4,0.22284725992544202,0.08286110427863029,False,sub-28,NS,eyesclosed,75,0
CP6,0.20668803318025714,0.08524534551894589,False,sub-28,NS,eyesclosed,75,0
TP8,0.21564047023277738,0.09363775847805642,False,sub-28,NS,eyesclosed,75,0
TP10,0.24225785667371683,0.10334829140468205,False,sub-28,NS,eyesclosed,75,0
P2,0.2549565005959779,0.09073718536420008,False,sub-28,NS,eyesclosed,75,0
P4,0.232400558788165,0.08784923395697333,False,sub-28,NS,eyesclosed,75,0
P6,0.21403762141494956,0.09067465328351788,False,sub-28,NS,eyesclosed,75,0
P8,0.22504014116659335,0.08672912544866794,False,sub-28,NS,eyesclosed,75,0
POz,0.2391303964945502,0.09485985907122631,False,sub-28,NS,eyesclosed,75,0
PO4,0.24777986068126362,0.09924852467040535,False,sub-28,NS,eyesclosed,75,0
PO8,0.217093792070219,0.08645709483873457,False,sub-28,NS,eyesclosed,75,0
O2,0.19836772220347965,0.07824335448979941,False,sub-28,NS,eyesclosed,75,0
Fp1,0.13070396357901945,0.06989936726563076,False,sub-29,NS,eyesclosed,75,0
AF3,0.19870910924224322,0.07934857355485725,False,sub-29,NS,eyesclosed,75,0
AF7,0.1466593998717796,0.07114347905722847,False,sub-29,NS,eyesclosed,75,0
Fz,0.21431047637942593,0.0787440770156908,False,sub-29,NS,eyesclosed,75,0
F1,0.1970135431948169,0.07098105256435332,False,sub-29,NS,eyesclosed,75,0
F3,0.2088258944802427,0.07160771517960252,False,sub-29,NS,eyesclosed,75,0
F5,0.18902942285682447,0.0797729299619389,False,sub-29,NS,eyesclosed,75,0
F7,0.16950899205340583,0.08224784133118716,False,sub-29,NS,eyesclosed,75,0
FC1,0.15503253410637752,0.052854256054069765,False,sub-29,NS,eyesclosed,75,0
FC3,0.1943087113574086,0.06922904994198915,False,sub-29,NS,eyesclosed,75,0
FC5,0.19095629008602674,0.07859344564797996,False,sub-29,NS,eyesclosed,75,0
FT7,0.18673270732893077,0.08355288853421206,False,sub-29,NS,eyesclosed,75,0
Cz,0.1922629072612094,0.062170414333530495,False,sub-29,NS,eyesclosed,75,0
C1,0.1877080044834569,0.07330951063152251,False,sub-29,NS,eyesclosed,75,0
C3,0.1947316306486569,0.06693364596810251,False,sub-29,NS,eyesclosed,75,0
C5,0.1906980498203455,0.08034365573785604,False,sub-29,NS,eyesclosed,75,0
T7,0.18601153212883642,0.08062709740471072,False,sub-29,NS,eyesclosed,75,0
CP1,0.183959878808458,0.06332243176003685,False,sub-29,NS,eyesclosed,75,0
CP3,0.18764713729693117,0.07195429813435465,False,sub-29,NS,eyesclosed,75,0
CP5,0.18688287001408782,0.08133964307569078,False,sub-29,NS,eyesclosed,75,0
TP7,0.1863448408529212,0.07901367087288327,False,sub-29,NS,eyesclosed,75,0
TP9,0.17469655198933498,0.07310557849264361,False,sub-29,NS,eyesclosed,75,0
Pz,0.17671916888896957,0.08098630655229301,False,sub-29,NS,eyesclosed,75,0
P1,0.16975506305051163,0.07649604610105674,False,sub-29,NS,eyesclosed,75,0
P3,0.1624724524611091,0.08383791935543455,False,sub-29,NS,eyesclosed,75,0
P5,0.1645824019932168,0.08646519204272946,False,sub-29,NS,eyesclosed,75,0
P7,0.1648014545850531,0.08611653236300715,False,sub-29,NS,eyesclosed,75,0
PO3,0.13968720651600672,0.09005941060653203,False,sub-29,NS,eyesclosed,75,0
PO7,0.15198869440007354,0.09047989668007883,False,sub-29,NS,eyesclosed,75,0
Oz,0.13746323541152136,0.07421935216679627,False,sub-29,NS,eyesclosed,75,0
O1,0.14358689367144004,0.08668366303511724,False,sub-29,NS,eyesclosed,75,0
Fpz,0.15318301873537782,0.08357291153754194,False,sub-29,NS,eyesclosed,75,0
Fp2,0.12351179871076641,0.06566737631714908,False,sub-29,NS,eyesclosed,75,0
AF4,0.19478864685917693,0.0820266959989034,False,sub-29,NS,eyesclosed,75,0
AF8,0.1863640115761896,0.08743212742307865,False,sub-29,NS,eyesclosed,75,0
F2,0.19036358936970282,0.07224465217124658,False,sub-29,NS,eyesclosed,75,0
F4,0.1825297964687034,0.08024490738435151,False,sub-29,NS,eyesclosed,75,0
F6,0.18285987565153466,0.08269038208037086,False,sub-29,NS,eyesclosed,75,0
F8,0.1909624126158368,0.08668962741829923,False,sub-29,NS,eyesclosed,75,0
FC2,0.19080530333974793,0.06946186442843341,False,sub-29,NS,eyesclosed,75,0
FC4,0.18207503221138266,0.06946227376251522,False,sub-29,NS,eyesclosed,75,0
FC6,0.1797787636146444,0.07408789045234117,False,sub-29,NS,eyesclosed,75,0
FT8,0.1510579968861841,0.06566654478618171,False,sub-29,NS,eyesclosed,75,0
C2,0.1811665666353045,0.06424770337884272,False,sub-29,NS,eyesclosed,75,0
C4,0.16596635043745508,0.07303223216198092,False,sub-29,NS,eyesclosed,75,0
C6,0.16879873948227467,0.07903185080847752,False,sub-29,NS,eyesclosed,75,0
T8,0.15663765353189035,0.06824466045462035,False,sub-29,NS,eyesclosed,75,0
CPz,0.18881606407607335,0.06888445917381687,False,sub-29,NS,eyesclosed,75,0
CP2,0.16512740668655967,0.08472851568049254,False,sub-29,NS,eyesclosed,75,0
CP4,0.1401454079786265,0.08449586658596667,False,sub-29,NS,eyesclosed,75,0
CP6,0.1316241214714896,0.0912444338772328,False,sub-29,NS,eyesclosed,75,0
TP8,0.14040930744276275,0.08483659788472055,False,sub-29,NS,eyesclosed,75,0
TP10,0.13937205175517298,0.060979582920351015,False,sub-29,NS,eyesclosed,75,0
P2,0.1415828062937598,0.08290361796077962,False,sub-29,NS,eyesclosed,75,0
P4,0.10701464713895911,0.07929530051573502,False,sub-29,NS,eyesclosed,75,0
P6,0.093481916406158,0.08715234316358476,False,sub-29,NS,eyesclosed,75,0
P8,0.11194067738322104,0.08928176656883567,False,sub-29,NS,eyesclosed,75,0
POz,0.1376521248937081,0.07931235552263939,False,sub-29,NS,eyesclosed,75,0
PO4,0.10901778154022987,0.08056566981077727,False,sub-29,NS,eyesclosed,75,0
PO8,0.10264983268015657,0.07541721130304853,False,sub-29,NS,eyesclosed,75,0
O2,0.12139491924253264,0.06699258737336496,False,sub-29,NS,eyesclosed,75,0
Fp1,0.06963895475364622,0.04147978426143695,False,sub-29,NS,eyesopen,75,0
AF3,0.08292980618847903,0.04671071365408696,False,sub-29,NS,eyesopen,75,0
AF7,0.06488443131216663,0.03640653519622936,False,sub-29,NS,eyesopen,75,0
Fz,0.11020165227807045,0.054920127547519876,False,sub-29,NS,eyesopen,75,0
F1,0.11880299239268102,0.06052460279425862,False,sub-29,NS,eyesopen,75,0
F3,0.1105636111856015,0.05390960520121732,False,sub-29,NS,eyesopen,75,0
F5,0.08767475107954674,0.041449899291737,False,sub-29,NS,eyesopen,75,0
F7,0.09416131610618207,0.04821588179100365,False,sub-29,NS,eyesopen,75,0
FC1,0.15305674866546168,0.06620919346338967,False,sub-29,NS,eyesopen,75,0
FC3,0.15144974806010778,0.0652246545827781,False,sub-29,NS,eyesopen,75,0
FC5,0.14440946667094198,0.056808142094286626,False,sub-29,NS,eyesopen,75,0
FT7,0.1477948340303058,0.05511044539805422,False,sub-29,NS,eyesopen,75,0
Cz,0.14558254913873292,0.0602383741401534,False,sub-29,NS,eyesopen,75,0
C1,0.14947920441667098,0.06737099262234743,False,sub-29,NS,eyesopen,75,0
C3,0.18219634808696053,0.0767569656240425,False,sub-29,NS,eyesopen,75,0
C5,0.18727345145008079,0.07112817612689057,False,sub-29,NS,eyesopen,75,0
T7,0.1357563121340901,0.04595984823560964,False,sub-29,NS,eyesopen,75,0
CP1,0.15787660813134544,0.06929853215502695,False,sub-29,NS,eyesopen,75,0
CP3,0.18049836025494898,0.080240106984182,False,sub-29,NS,eyesopen,75,0
CP5,0.17855463873670907,0.07485023730112055,False,sub-29,NS,eyesopen,75,0
TP7,0.1753799510033383,0.06802296147981014,False,sub-29,NS,eyesopen,75,0
TP9,0.15212309281846673,0.059750727894653334,False,sub-29,NS,eyesopen,75,0
Pz,0.1582203227858374,0.07197063509410795,False,sub-29,NS,eyesopen,75,0
P1,0.16515132533145543,0.06380588786814097,False,sub-29,NS,eyesopen,75,0
P3,0.16657898109103741,0.06361267004198075,False,sub-29,NS,eyesopen,75,0
P5,0.1843057187060529,0.07451167030675078,False,sub-29,NS,eyesopen,75,0
P7,0.18445511048404037,0.07419270944072372,False,sub-29,NS,eyesopen,75,0
PO3,0.16989760870012088,0.06804104319758901,False,sub-29,NS,eyesopen,75,0
PO7,0.174949718479934,0.06438705060649431,False,sub-29,NS,eyesopen,75,0
Oz,0.13032143659494924,0.04366420118555886,False,sub-29,NS,eyesopen,75,0
O1,0.14862617294887867,0.0549518261694084,False,sub-29,NS,eyesopen,75,0
Fpz,0.07563701086963902,0.046508945494572816,False,sub-29,NS,eyesopen,75,0
Fp2,0.07223214705083054,0.04437898811063979,False,sub-29,NS,eyesopen,75,0
AF4,0.0917248933009315,0.04492183695346336,False,sub-29,NS,eyesopen,75,0
AF8,0.1122038558901129,0.05695700269535499,False,sub-29,NS,eyesopen,75,0
F2,0.12413164635074368,0.05458897893880921,False,sub-29,NS,eyesopen,75,0
F4,0.13096829569637947,0.06190589179632928,False,sub-29,NS,eyesopen,75,0
F6,0.14315930465121435,0.06394244460213273,False,sub-29,NS,eyesopen,75,0
F8,0.17290911665652478,0.06925268036233541,False,sub-29,NS,eyesopen,75,0
FC2,0.1653124247140449,0.06902416836480715,False,sub-29,NS,eyesopen,75,0
FC4,0.18178066853344418,0.0769161841492428,False,sub-29,NS,eyesopen,75,0
FC6,0.19606670160366307,0.07220870648789365,False,sub-29,NS,eyesopen,75,0
FT8,0.17147585674435625,0.057323545725563585,False,sub-29,NS,eyesopen,75,0
C2,0.1636319341315706,0.07066917019649273,False,sub-29,NS,eyesopen,75,0
C4,0.17404477070962057,0.07092765926745073,False,sub-29,NS,eyesopen,75,0
C6,0.18261947001082643,0.07138232806551142,False,sub-29,NS,eyesopen,75,0
T8,0.15981393550529507,0.0583322986303103,False,sub-29,NS,eyesopen,75,0
CPz,0.1501129520523213,0.06392398101155619,False,sub-29,NS,eyesopen,75,0
CP2,0.16553196309630874,0.06610461173375852,False,sub-29,NS,eyesopen,75,0
CP4,0.1569319375821835,0.06392361923987021,False,sub-29,NS,eyesopen,75,0
CP6,0.1677047847068761,0.07204611145627463,False,sub-29,NS,eyesopen,75,0
TP8,0.16534179027194373,0.06290441953274926,False,sub-29,NS,eyesopen,75,0
TP10,0.13723388669275774,0.05127570954250694,False,sub-29,NS,eyesopen,75,0
P2,0.14668870927483116,0.06525496340349742,False,sub-29,NS,eyesopen,75,0
P4,0.14771334992448173,0.06348165396533352,False,sub-29,NS,eyesopen,75,0
P6,0.1494220459467223,0.06267514599441683,False,sub-29,NS,eyesopen,75,0
P8,0.1503333953309036,0.061190501228601854,False,sub-29,NS,eyesopen,75,0
POz,0.14150608425810252,0.057130876665426496,False,sub-29,NS,eyesopen,75,0
PO4,0.13524214727969075,0.060840183269692094,False,sub-29,NS,eyesopen,75,0
PO8,0.1402611318436946,0.05347683256094279,False,sub-29,NS,eyesopen,75,0
O2,0.13137134678696563,0.04785115007821159,False,sub-29,NS,eyesopen,75,0
Fp1,0.1388910239732763,0.08279364720187338,False,sub-29,SD,eyesclosed,75,0
Fp2,0.15563625342670748,0.07942559779979703,False,sub-29,SD,eyesclosed,75,0
F3,0.15957969860063423,0.07064032974894288,False,sub-29,SD,eyesclosed,75,0
F4,0.1545846085770542,0.0719037944645602,False,sub-29,SD,eyesclosed,75,0
C3,0.19498924922035346,0.08094584372652947,False,sub-29,SD,eyesclosed,75,0
C4,0.15384021296796493,0.06131313862333532,False,sub-29,SD,eyesclosed,75,0
P3,0.15021818038734217,0.06646606270885072,False,sub-29,SD,eyesclosed,75,0
P4,0.111527991903197,0.06774159875242682,False,sub-29,SD,eyesclosed,75,0
O1,0.09590555807334536,0.03341199205234296,False,sub-29,SD,eyesclosed,75,0
O2,0.11358724411225289,0.0656123508743658,False,sub-29,SD,eyesclosed,75,0
F7,0.1491172500847786,0.07744151235112272,False,sub-29,SD,eyesclosed,75,0
F8,0.12701507998582137,0.06618969350950965,False,sub-29,SD,eyesclosed,75,0
T7,0.18034903071209135,0.07417143807310161,False,sub-29,SD,eyesclosed,75,0
T8,0.13824377665179702,0.060262753467417655,False,sub-29,SD,eyesclosed,75,0
P7,0.1506594633582169,0.06692694771970241,False,sub-29,SD,eyesclosed,75,0
P8,0.12584259969887124,0.07860126858890802,False,sub-29,SD,eyesclosed,75,0
Fz,0.1708844146237831,0.07075460114327398,False,sub-29,SD,eyesclosed,75,0
Cz,0.14243876523534313,0.050170561714060154,False,sub-29,SD,eyesclosed,75,0
Pz,0.13642699406540842,0.05733542325785582,False,sub-29,SD,eyesclosed,75,0
FC1,0.13295698774633213,0.05584454516453202,False,sub-29,SD,eyesclosed,75,0
FC2,0.1223870382192713,0.06077993685187806,False,sub-29,SD,eyesclosed,75,0
CP1,0.16128872649888049,0.06643824648532674,False,sub-29,SD,eyesclosed,75,0
CP2,0.14431788770658235,0.054960143766568645,False,sub-29,SD,eyesclosed,75,0
FC5,0.16444427423623065,0.0733155711714518,False,sub-29,SD,eyesclosed,75,0
FC6,0.11006561053688926,0.05062331873531979,False,sub-29,SD,eyesclosed,75,0
CP5,0.17234527753471413,0.07559937059257404,False,sub-29,SD,eyesclosed,75,0
CP6,0.1320482754318269,0.06892481355690398,False,sub-29,SD,eyesclosed,75,0
TP9,0.19368547587497412,0.06737099625169204,False,sub-29,SD,eyesclosed,75,0
TP10,0.14844830240602142,0.0657679961019181,False,sub-29,SD,eyesclosed,75,0
F1,0.15713154150396036,0.06419124767327766,False,sub-29,SD,eyesclosed,75,0
F2,0.1647410509776684,0.07540810309461334,False,sub-29,SD,eyesclosed,75,0
C1,0.1610095527660255,0.061904717162519336,False,sub-29,SD,eyesclosed,75,0
C2,0.14760944770072346,0.05383881853213635,False,sub-29,SD,eyesclosed,75,0
P1,0.14354918217471102,0.060851660513453386,False,sub-29,SD,eyesclosed,75,0
P2,0.13004192200171405,0.06390129260720653,False,sub-29,SD,eyesclosed,75,0
AF3,0.16008468191085695,0.07408764262644507,False,sub-29,SD,eyesclosed,75,0
AF4,0.18583568274442466,0.0805840329183746,False,sub-29,SD,eyesclosed,75,0
FC3,0.17006540704619605,0.07247288646585796,False,sub-29,SD,eyesclosed,75,0
FC4,0.15619685056554614,0.07088641069615749,False,sub-29,SD,eyesclosed,75,0
CP3,0.16666054035183864,0.07038225301431257,False,sub-29,SD,eyesclosed,75,0
CP4,0.13756901061588594,0.06524910592977774,False,sub-29,SD,eyesclosed,75,0
PO3,0.11998511991137306,0.05649530726773674,False,sub-29,SD,eyesclosed,75,0
PO4,0.10479687862824363,0.0686010791451693,False,sub-29,SD,eyesclosed,75,0
F5,0.15493936593682237,0.07782303715130663,False,sub-29,SD,eyesclosed,75,0
F6,0.14098404332610792,0.07048552976581948,False,sub-29,SD,eyesclosed,75,0
C5,0.18422205603166322,0.0760476406892433,False,sub-29,SD,eyesclosed,75,0
C6,0.13788869878593019,0.061520083045894305,False,sub-29,SD,eyesclosed,75,0
P5,0.14961110463260663,0.06672816727183038,False,sub-29,SD,eyesclosed,75,0
P6,0.11488852103963222,0.07751015339820504,False,sub-29,SD,eyesclosed,75,0
AF7,0.14046292399558785,0.0808738699718743,False,sub-29,SD,eyesclosed,75,0
AF8,0.14115943201184533,0.07137436013021568,False,sub-29,SD,eyesclosed,75,0
FT7,0.1507060288234408,0.06593727496218793,False,sub-29,SD,eyesclosed,75,0
FT8,0.12541450995618708,0.054942904192355556,False,sub-29,SD,eyesclosed,75,0
TP7,0.1808098473306242,0.0696270157037378,False,sub-29,SD,eyesclosed,75,0
TP8,0.1427199656901796,0.06790450571474366,False,sub-29,SD,eyesclosed,75,0
PO7,0.11547200339571788,0.04755435606216888,False,sub-29,SD,eyesclosed,75,0
PO8,0.10989021682883779,0.08041858344046604,False,sub-29,SD,eyesclosed,75,0
Fpz,0.15381914005260736,0.08399241826051175,False,sub-29,SD,eyesclosed,75,0
Cpz,0.15267044667416027,0.05249869462246509,False,sub-29,SD,eyesclosed,75,0
POz,0.11966082003489599,0.0565573579774026,False,sub-29,SD,eyesclosed,75,0
Oz,0.11784791687954524,0.04694069250665404,False,sub-29,SD,eyesclosed,75,0
Fp1,0.1001998112463481,0.04886719539734475,False,sub-29,SD,eyesopen,75,1
AF3,0.11641952079701073,0.06264507437719218,False,sub-29,SD,eyesopen,75,1
AF7,0.17837478947416985,0.07345787874877581,False,sub-29,SD,eyesopen,75,1
Fz,0.1377005664681023,0.05722947211062844,False,sub-29,SD,eyesopen,75,1
F1,0.2434481018830217,0.07759077067455733,False,sub-29,SD,eyesopen,75,1
F3,0.18489409099334225,0.06475128534859628,False,sub-29,SD,eyesopen,75,1
F5,0.20504370481381037,0.06826634886478242,False,sub-29,SD,eyesopen,75,1
F7,0.2002563888786723,0.0734252063170405,False,sub-29,SD,eyesopen,75,1
FC1,0.1756966370442788,0.06024609211362472,False,sub-29,SD,eyesopen,75,1
FC3,0.20007577153340256,0.07588777206717297,False,sub-29,SD,eyesopen,75,1
FC5,0.15778097749567005,0.06029958613604355,False,sub-29,SD,eyesopen,75,1
FT7,0.13403076582501078,0.06221478945624372,False,sub-29,SD,eyesopen,75,1
Cz,0.21892863912439936,0.06554547344384702,False,sub-29,SD,eyesopen,75,1
C1,0.2023588514216947,0.061763911350323476,False,sub-29,SD,eyesopen,75,1
C3,0.22039935832003213,0.060491195147203074,False,sub-29,SD,eyesopen,75,1
C5,0.22653373746561778,0.07640470548675725,False,sub-29,SD,eyesopen,75,1
T7,0.13547239470822253,0.061450238144002474,False,sub-29,SD,eyesopen,75,1
CP1,0.1457658453061502,0.06786204888111794,False,sub-29,SD,eyesopen,75,1
CP3,0.19444615753817654,0.07311445419140983,False,sub-29,SD,eyesopen,75,1
CP5,0.22603612652284932,0.07524287844868584,True,sub-29,SD,eyesopen,75,1
TP7,0.13982694096014783,0.0680398150977234,False,sub-29,SD,eyesopen,75,1
TP9,0.09913607512819356,0.044949613238273844,False,sub-29,SD,eyesopen,75,1
Pz,0.1832004207813513,0.07150505395293097,False,sub-29,SD,eyesopen,75,1
P1,0.19313299940708742,0.07564326071300474,False,sub-29,SD,eyesopen,75,1
P3,0.2074874554927129,0.07381241631782588,False,sub-29,SD,eyesopen,75,1
P5,0.16471492060643692,0.06384575197063197,False,sub-29,SD,eyesopen,75,1
P7,0.22189313681948164,0.06804069816294894,False,sub-29,SD,eyesopen,75,1
PO3,0.22340944885839312,0.07743339394805848,False,sub-29,SD,eyesopen,75,1
PO7,0.20227152671151769,0.06693136137754366,False,sub-29,SD,eyesopen,75,1
Oz,0.19106937510009017,0.06839092734967192,False,sub-29,SD,eyesopen,75,1
O1,0.2070853740203006,0.06594157611989791,False,sub-29,SD,eyesopen,75,1
Fpz,0.14036667037082684,0.07300380149407086,False,sub-29,SD,eyesopen,75,1
Fp2,0.1319545690479913,0.0581633692558581,False,sub-29,SD,eyesopen,75,1
AF4,0.16845656868858103,0.06803110728834237,False,sub-29,SD,eyesopen,75,1
AF8,0.17102701189442465,0.06765325616214864,False,sub-29,SD,eyesopen,75,1
F2,0.19445588573412131,0.06933048096678669,False,sub-29,SD,eyesopen,75,1
F4,0.19744433345921666,0.07355247569462793,False,sub-29,SD,eyesopen,75,1
F6,0.13925782998270353,0.06989693056285713,False,sub-29,SD,eyesopen,75,1
F8,0.1355014228558165,0.07082180548866909,False,sub-29,SD,eyesopen,75,1
FC2,0.19603031594419446,0.07164242820352287,False,sub-29,SD,eyesopen,75,1
FC4,0.19310940327548137,0.07198792869815641,False,sub-29,SD,eyesopen,75,1
FC6,0.20843563709234972,0.0666195461019677,False,sub-29,SD,eyesopen,75,1
FT8,0.2095468858693401,0.07254462427393579,False,sub-29,SD,eyesopen,75,1
C2,0.1859075170387578,0.06558645998641019,False,sub-29,SD,eyesopen,75,1
C4,0.19344918047963314,0.07177245083595135,False,sub-29,SD,eyesopen,75,1
C6,0.17556754610537773,0.0710924807791203,False,sub-29,SD,eyesopen,75,1
T8,0.1405510365899798,0.06156001304495209,False,sub-29,SD,eyesopen,75,1
CPz,0.23412273837161454,0.0677262196958497,False,sub-29,SD,eyesopen,75,1
CP2,0.19713120339949575,0.06374834023891454,False,sub-29,SD,eyesopen,75,1
CP4,0.21887434475709075,0.061304274509738674,False,sub-29,SD,eyesopen,75,1
CP6,0.21845212916412224,0.07756384557372256,False,sub-29,SD,eyesopen,75,1
TP8,0.1362817810288011,0.07070399035370269,False,sub-29,SD,eyesopen,75,1
TP10,0.11621234297892788,0.058202942079685294,False,sub-29,SD,eyesopen,75,1
P2,0.19735956765230409,0.06566300388636391,False,sub-29,SD,eyesopen,75,1
P4,0.17126394593875974,0.057724040599418165,False,sub-29,SD,eyesopen,75,1
P6,0.21301505114075256,0.06386413782253263,False,sub-29,SD,eyesopen,75,1
P8,0.2343549962576705,0.07253211728146129,False,sub-29,SD,eyesopen,75,1
POz,0.19657066580294033,0.06041187261347087,False,sub-29,SD,eyesopen,75,1
PO4,0.21324176812605308,0.07658881582467378,False,sub-29,SD,eyesopen,75,1
PO8,0.11150996004307662,0.062224442799716194,False,sub-29,SD,eyesopen,75,1
O2,0.17480256954466944,0.07381370337195488,False,sub-29,SD,eyesopen,75,1
Fp1,0.23998063061714234,0.08797361823391874,False,sub-30,NS,eyesclosed,75,1
AF3,0.24681121204794584,0.10481730557819757,False,sub-30,NS,eyesclosed,75,1
AF7,0.25652183368180115,0.10005639113750255,False,sub-30,NS,eyesclosed,75,1
Fz,0.2595480633525661,0.11168940260547355,False,sub-30,NS,eyesclosed,75,1
F1,0.26136362973863103,0.08774022087935156,False,sub-30,NS,eyesclosed,75,1
F3,0.28451855912508645,0.09213074618259705,False,sub-30,NS,eyesclosed,75,1
F5,0.2557958679241515,0.1098354475076687,False,sub-30,NS,eyesclosed,75,1
F7,0.22668666033955304,0.07469333609383813,False,sub-30,NS,eyesclosed,75,1
FC1,0.19861185841670415,0.08217177141242302,False,sub-30,NS,eyesclosed,75,1
FC3,0.26624137274658194,0.12297191620337686,False,sub-30,NS,eyesclosed,75,1
FC5,0.25204937095760044,0.11299360151624013,False,sub-30,NS,eyesclosed,75,1
FT7,0.2560829009168366,0.11298315561870291,False,sub-30,NS,eyesclosed,75,1
Cz,0.25254635109270457,0.107293101236347,False,sub-30,NS,eyesclosed,75,1
C1,0.2421505039357503,0.11306288637363125,False,sub-30,NS,eyesclosed,75,1
C3,0.268389268425176,0.10619452527232746,False,sub-30,NS,eyesclosed,75,1
C5,0.26975374813044,0.12839601576750218,False,sub-30,NS,eyesclosed,75,1
T7,0.26270675577606517,0.0967801144663841,False,sub-30,NS,eyesclosed,75,1
CP1,0.2326495918476144,0.07515978739718321,False,sub-30,NS,eyesclosed,75,1
CP3,0.252720191896606,0.09060773465920105,False,sub-30,NS,eyesclosed,75,1
CP5,0.2640567711448686,0.09313218814166065,False,sub-30,NS,eyesclosed,75,1
TP7,0.24079426169934626,0.08048587800342161,False,sub-30,NS,eyesclosed,75,1
TP9,0.2573190558846617,0.10725348845144689,False,sub-30,NS,eyesclosed,75,1
Pz,0.2692283686136831,0.12518624143324192,False,sub-30,NS,eyesclosed,75,1
P1,0.25756235142609785,0.09866942020975102,False,sub-30,NS,eyesclosed,75,1
P3,0.26859719576781205,0.11235655946743563,False,sub-30,NS,eyesclosed,75,1
P5,0.2533966411213167,0.08249296307599194,False,sub-30,NS,eyesclosed,75,1
P7,0.29015174530910937,0.11571792788746826,False,sub-30,NS,eyesclosed,75,1
PO3,0.2560188015922234,0.09615648129116382,False,sub-30,NS,eyesclosed,75,1
PO7,0.26424295592636765,0.09083347505298846,False,sub-30,NS,eyesclosed,75,1
Oz,0.21877354124603818,0.07734551378866247,False,sub-30,NS,eyesclosed,75,1
O1,0.2825676711040203,0.11704861563959648,False,sub-30,NS,eyesclosed,75,1
Fpz,0.2598103504998761,0.11300356212463848,False,sub-30,NS,eyesclosed,75,1
Fp2,0.18464536695064712,0.06845739620588848,False,sub-30,NS,eyesclosed,75,1
AF4,0.26837033473371397,0.12199358569111793,False,sub-30,NS,eyesclosed,75,1
AF8,0.29030223865613963,0.11546963561172872,False,sub-30,NS,eyesclosed,75,1
F2,0.2721263650137326,0.10217704947364352,False,sub-30,NS,eyesclosed,75,1
F4,0.25985551560869763,0.09017347892846297,False,sub-30,NS,eyesclosed,75,1
F6,0.28047997448032747,0.1248682527643817,False,sub-30,NS,eyesclosed,75,1
F8,0.2591553971035159,0.08646741216988672,False,sub-30,NS,eyesclosed,75,1
FC2,0.269012509223779,0.09880563829192154,True,sub-30,NS,eyesclosed,75,1
FC4,0.2714298822495878,0.10085575537279544,False,sub-30,NS,eyesclosed,75,1
FC6,0.25465179491592127,0.08312469094546122,False,sub-30,NS,eyesclosed,75,1
FT8,0.2320668166476925,0.08094649307790809,False,sub-30,NS,eyesclosed,75,1
C2,0.28865004634173924,0.10407636203729767,False,sub-30,NS,eyesclosed,75,1
C4,0.25215636069838004,0.10213447766979655,False,sub-30,NS,eyesclosed,75,1
C6,0.19125800415038108,0.0677217032237417,False,sub-30,NS,eyesclosed,75,1
T8,0.2630277870159848,0.09939885407038548,False,sub-30,NS,eyesclosed,75,1
CPz,0.2934938119631061,0.11878440870245219,False,sub-30,NS,eyesclosed,75,1
CP2,0.2580615877717133,0.10841871331054306,False,sub-30,NS,eyesclosed,75,1
CP4,0.27837301466498215,0.08988705553117714,False,sub-30,NS,eyesclosed,75,1
CP6,0.28470523274142306,0.10997058599001945,False,sub-30,NS,eyesclosed,75,1
TP8,0.2697182731080179,0.09021766750384255,False,sub-30,NS,eyesclosed,75,1
TP10,0.26769935288698626,0.08727592169163932,False,sub-30,NS,eyesclosed,75,1
P2,0.25289110730795383,0.08871263596292732,False,sub-30,NS,eyesclosed,75,1
P4,0.2606648839607362,0.11815338915202164,False,sub-30,NS,eyesclosed,75,1
P6,0.28578497914416134,0.10251618398522616,False,sub-30,NS,eyesclosed,75,1
P8,0.2552303090653753,0.11966253409764757,False,sub-30,NS,eyesclosed,75,1
POz,0.2531833949988639,0.11369113195606635,False,sub-30,NS,eyesclosed,75,1
PO4,0.26401390419238496,0.10718797880631516,False,sub-30,NS,eyesclosed,75,1
PO8,0.2720261444173063,0.10846160930739515,False,sub-30,NS,eyesclosed,75,1
O2,0.25955329250533815,0.11121432431868927,False,sub-30,NS,eyesclosed,75,1
Fp1,0.10534115572217967,0.06755219722377342,False,sub-30,NS,eyesopen,75,0
AF3,0.21021428821243474,0.07748918526357175,False,sub-30,NS,eyesopen,75,0
AF7,0.23635705771753854,0.08259904175239872,False,sub-30,NS,eyesopen,75,0
Fz,0.19855941902419622,0.09756785679373124,False,sub-30,NS,eyesopen,75,0
F1,0.2284321416231442,0.0850202095096352,False,sub-30,NS,eyesopen,75,0
F3,0.1850229640441826,0.08255320554591437,False,sub-30,NS,eyesopen,75,0
F5,0.3033516339097651,0.07613312675546385,False,sub-30,NS,eyesopen,75,0
F7,0.08754478315320602,0.037645199516888286,False,sub-30,NS,eyesopen,75,0
FC1,0.21965184829738865,0.06867173035307035,False,sub-30,NS,eyesopen,75,0
FC3,0.26701662516943714,0.08903512503139004,False,sub-30,NS,eyesopen,75,0
FC5,0.2465519463295114,0.07027809034601903,False,sub-30,NS,eyesopen,75,0
FT7,0.24041992717682195,0.10941127982824678,False,sub-30,NS,eyesopen,75,0
Cz,0.19928907011215224,0.07402383560419575,False,sub-30,NS,eyesopen,75,0
