electrode,theta_mean,theta_std,interpolated,participant_id,condition,task,n_epochs_used,n_bad_channels
C1,0.21754573338736355,0.0833052047647063,False,sub-30,NS,eyesopen,75,0
C3,0.25623971829522274,0.07970034496511405,False,sub-30,NS,eyesopen,75,0
C5,0.34236200731216937,0.14495351759345326,False,sub-30,NS,eyesopen,75,0
T7,0.25503023794044155,0.08802472368974308,False,sub-30,NS,eyesopen,75,0
CP1,0.18757734454066236,0.0674924160538378,False,sub-30,NS,eyesopen,75,0
CP3,0.24461508197504098,0.1016338284279856,False,sub-30,NS,eyesopen,75,0
CP5,0.215050359494409,0.07922918075757722,False,sub-30,NS,eyesopen,75,0
TP7,0.3498366162331424,0.1616501229590101,False,sub-30,NS,eyesopen,75,0
TP9,0.19974111144578233,0.0728194192435848,False,sub-30,NS,eyesopen,75,0
Pz,0.19808608320781262,0.08218824948379305,False,sub-30,NS,eyesopen,75,0
P1,0.16310356503318355,0.10554177201851167,False,sub-30,NS,eyesopen,75,0
P3,0.24639927018335497,0.09080669514895652,False,sub-30,NS,eyesopen,75,0
P5,0.06852240604931507,0.03444962533256519,False,sub-30,NS,eyesopen,75,0
P7,0.3435393987707168,0.14580811048361636,False,sub-30,NS,eyesopen,75,0
PO3,0.06415782404890438,0.033799627004103446,False,sub-30,NS,eyesopen,75,0
PO7,0.11516810044204284,0.0760962388063952,False,sub-30,NS,eyesopen,75,0
Oz,0.24009187201579962,0.07273909747882358,False,sub-30,NS,eyesopen,75,0
O1,0.2909367946650026,0.13581348610886826,False,sub-30,NS,eyesopen,75,0
Fpz,0.2029775635306819,0.08626901847916742,False,sub-30,NS,eyesopen,75,0
Fp2,0.06797819138579196,0.03379958773102455,False,sub-30,NS,eyesopen,75,0
AF4,0.24292809726641545,0.06902828840835352,False,sub-30,NS,eyesopen,75,0
AF8,0.2508636325139101,0.07133016610753773,False,sub-30,NS,eyesopen,75,0
F2,0.2022981356455052,0.06691176728955642,False,sub-30,NS,eyesopen,75,0
F4,0.188456120242793,0.05954693850564231,False,sub-30,NS,eyesopen,75,0
F6,0.22911387704341687,0.07518818475166834,False,sub-30,NS,eyesopen,75,0
F8,0.1837523637609682,0.07487500792220929,False,sub-30,NS,eyesopen,75,0
FC2,0.21396823497048112,0.07749890863368755,False,sub-30,NS,eyesopen,75,0
FC4,0.20339978239359288,0.07653348916534468,False,sub-30,NS,eyesopen,75,0
FC6,0.31032115734574983,0.10490981529823147,False,sub-30,NS,eyesopen,75,0
FT8,0.2258197974104263,0.07984458883281015,False,sub-30,NS,eyesopen,75,0
C2,0.18228029875086985,0.0757857426502961,False,sub-30,NS,eyesopen,75,0
C4,0.2178266802834734,0.07244921783407458,False,sub-30,NS,eyesopen,75,0
C6,0.1978063619066749,0.07872573369283448,False,sub-30,NS,eyesopen,75,0
T8,0.24012445790144013,0.07770332016272175,False,sub-30,NS,eyesopen,75,0
CPz,0.22531679234010085,0.09753834885735539,False,sub-30,NS,eyesopen,75,0
CP2,0.19736974133506205,0.0673316458731979,False,sub-30,NS,eyesopen,75,0
CP4,0.18670360647531892,0.08276470509909979,False,sub-30,NS,eyesopen,75,0
CP6,0.31335363931383253,0.13194413714649825,False,sub-30,NS,eyesopen,75,0
TP8,0.19777780241125856,0.08105302087984202,False,sub-30,NS,eyesopen,75,0
TP10,0.20928899925617947,0.10050179943965834,False,sub-30,NS,eyesopen,75,0
P2,0.14616069432026765,0.06875958700140337,False,sub-30,NS,eyesopen,75,0
P4,0.19178667095781107,0.07957295767572505,False,sub-30,NS,eyesopen,75,0
P6,0.09121147611281165,0.04825841284338982,False,sub-30,NS,eyesopen,75,0
P8,0.20974565222853603,0.07796206357482646,False,sub-30,NS,eyesopen,75,0
POz,0.2132883399972899,0.07629251610727844,False,sub-30,NS,eyesopen,75,0
PO4,0.1349130222509515,0.056011511414722416,False,sub-30,NS,eyesopen,75,0
PO8,0.19310851305593318,0.07268828310632644,False,sub-30,NS,eyesopen,75,0
O2,0.20440344755460005,0.08643892102761429,False,sub-30,NS,eyesopen,75,0
Fp1,0.259387470986307,0.11240681078834115,False,sub-30,SD,eyesclosed,75,0
AF3,0.2628416581364949,0.10790534046206497,False,sub-30,SD,eyesclosed,75,0
AF7,0.2549418457402702,0.1046315519402907,False,sub-30,SD,eyesclosed,75,0
Fz,0.2952854562590106,0.11414338900296735,False,sub-30,SD,eyesclosed,75,0
F1,0.30137647317552174,0.12328088050548291,False,sub-30,SD,eyesclosed,75,0
F3,0.26971720270392346,0.11675250227806427,False,sub-30,SD,eyesclosed,75,0
F5,0.23372922532930726,0.08733648347849468,False,sub-30,SD,eyesclosed,75,0
F7,0.2857030820671202,0.10503959308691124,False,sub-30,SD,eyesclosed,75,0
FC1,0.2878607986406436,0.11593769913903447,False,sub-30,SD,eyesclosed,75,0
FC3,0.2553151280039045,0.09839220802835648,False,sub-30,SD,eyesclosed,75,0
FC5,0.25715326661908916,0.1148694030894342,False,sub-30,SD,eyesclosed,75,0
FT7,0.28086328007436234,0.10525583764494326,False,sub-30,SD,eyesclosed,75,0
Cz,0.2429284734588256,0.1053109158206892,False,sub-30,SD,eyesclosed,75,0
C1,0.2638418522415257,0.1109323323439766,False,sub-30,SD,eyesclosed,75,0
C3,0.25639143591174857,0.11182433369975824,False,sub-30,SD,eyesclosed,75,0
C5,0.24936931308760293,0.09459895663579018,False,sub-30,SD,eyesclosed,75,0
T7,0.25272536964583237,0.12182040573655871,False,sub-30,SD,eyesclosed,75,0
CP1,0.265576771517407,0.15003087010951874,False,sub-30,SD,eyesclosed,75,0
CP3,0.21750191464707014,0.084936592454529,False,sub-30,SD,eyesclosed,75,0
CP5,0.2938634697735634,0.1240227043464869,False,sub-30,SD,eyesclosed,75,0
TP7,0.26413224084262416,0.11436620963947444,False,sub-30,SD,eyesclosed,75,0
TP9,0.288084547198423,0.1284556725643024,False,sub-30,SD,eyesclosed,75,0
Pz,0.2553002182123345,0.10672174743041533,False,sub-30,SD,eyesclosed,75,0
P1,0.25847610690490125,0.11187871922131418,False,sub-30,SD,eyesclosed,75,0
P3,0.2728122910597049,0.11874461253079711,False,sub-30,SD,eyesclosed,75,0
P5,0.2537708767755566,0.10306817840596268,False,sub-30,SD,eyesclosed,75,0
P7,0.23784351014290878,0.09112240317487526,False,sub-30,SD,eyesclosed,75,0
PO3,0.2775526814198446,0.09240931890829607,False,sub-30,SD,eyesclosed,75,0
PO7,0.2763586871324913,0.11784196356748365,False,sub-30,SD,eyesclosed,75,0
Oz,0.3003471890026114,0.12026666798961669,False,sub-30,SD,eyesclosed,75,0
O1,0.23830734824193983,0.08448488210654156,False,sub-30,SD,eyesclosed,75,0
Fpz,0.27647895523719695,0.12313531992171513,False,sub-30,SD,eyesclosed,75,0
Fp2,0.26975654698013474,0.11728856685988921,False,sub-30,SD,eyesclosed,75,0
AF4,0.2659564924676789,0.10946353654428959,False,sub-30,SD,eyesclosed,75,0
AF8,0.27228830363209566,0.10470434296297851,False,sub-30,SD,eyesclosed,75,0
F2,0.30872789659031086,0.13078784405796537,False,sub-30,SD,eyesclosed,75,0
F4,0.26066486606178324,0.11157145251253549,False,sub-30,SD,eyesclosed,75,0
F6,0.24710908200519882,0.09140245323895416,False,sub-30,SD,eyesclosed,75,0
F8,0.2896212340837479,0.10884715635172373,False,sub-30,SD,eyesclosed,75,0
FC2,0.30532110859747646,0.13010548646606696,False,sub-30,SD,eyesclosed,75,0
FC4,0.27702531059694685,0.09591354944611195,False,sub-30,SD,eyesclosed,75,0
FC6,0.27022809012650517,0.11726964525208156,False,sub-30,SD,eyesclosed,75,0
FT8,0.29269910007630695,0.11153677929147096,False,sub-30,SD,eyesclosed,75,0
C2,0.2637545556001366,0.10848130712161173,False,sub-30,SD,eyesclosed,75,0
C4,0.26540392411664754,0.11270334227401678,False,sub-30,SD,eyesclosed,75,0
C6,0.2835628505468737,0.09621330464614045,False,sub-30,SD,eyesclosed,75,0
T8,0.2412749021192062,0.09923149051814724,False,sub-30,SD,eyesclosed,75,0
CPz,0.27984481386101945,0.11857453551913869,False,sub-30,SD,eyesclosed,75,0
CP2,0.2623437445972474,0.11778042016324185,False,sub-30,SD,eyesclosed,75,0
CP4,0.2587305453420391,0.08849564978801491,False,sub-30,SD,eyesclosed,75,0
CP6,0.31999572341377897,0.14490820107632504,False,sub-30,SD,eyesclosed,75,0
TP8,0.27005174238600965,0.11309935399006783,False,sub-30,SD,eyesclosed,75,0
TP10,0.3185640696825544,0.14231600043763276,False,sub-30,SD,eyesclosed,75,0
P2,0.27036633448550923,0.1008299201717094,False,sub-30,SD,eyesclosed,75,0
P4,0.28123124744051503,0.11313086052122315,False,sub-30,SD,eyesclosed,75,0
P6,0.2547963878556293,0.10271403088214665,False,sub-30,SD,eyesclosed,75,0
P8,0.2817723396241591,0.10450082068935923,False,sub-30,SD,eyesclosed,75,0
POz,0.29094302842753533,0.12291043992754108,False,sub-30,SD,eyesclosed,75,0
PO4,0.28263013281212535,0.09460179276407638,False,sub-30,SD,eyesclosed,75,0
PO8,0.2877056324705373,0.11963021318659768,False,sub-30,SD,eyesclosed,75,0
O2,0.26330731280478187,0.09575764462611469,False,sub-30,SD,eyesclosed,75,0
Fp1,0.10760385730029062,0.09237747191361301,False,sub-30,SD,eyesopen,75,0
AF3,0.10764953761640257,0.07854932935120189,False,sub-30,SD,eyesopen,75,0
AF7,0.12498982486228413,0.09604135159009503,False,sub-30,SD,eyesopen,75,0
Fz,0.23256668442078657,0.1409454859378323,False,sub-30,SD,eyesopen,75,0
F1,0.23119376579917467,0.12631378845347788,False,sub-30,SD,eyesopen,75,0
F3,0.14226709766619566,0.07350236538820251,False,sub-30,SD,eyesopen,75,0
F5,0.09952878662933493,0.05501589177191001,False,sub-30,SD,eyesopen,75,0
F7,0.1997768925415876,0.1013446170182718,False,sub-30,SD,eyesopen,75,0
FC1,0.22278855849205997,0.09269935190618828,False,sub-30,SD,eyesopen,75,0
FC3,0.20512223947705932,0.08421541563922387,False,sub-30,SD,eyesopen,75,0
FC5,0.25652299885373964,0.09091164972765527,False,sub-30,SD,eyesopen,75,0
FT7,0.25727687795605086,0.09153075675178382,False,sub-30,SD,eyesopen,75,0
Cz,0.2302921399638808,0.10933490027502084,False,sub-30,SD,eyesopen,75,0
C1,0.22558027624031207,0.10553445728032813,False,sub-30,SD,eyesopen,75,0
C3,0.24300574859114538,0.10175724280135957,False,sub-30,SD,eyesopen,75,0
C5,0.28038051568493877,0.10175124197614739,False,sub-30,SD,eyesopen,75,0
T7,0.294681680266186,0.110046605468326,False,sub-30,SD,eyesopen,75,0
CP1,0.22603940954452195,0.10589285063799161,False,sub-30,SD,eyesopen,75,0
CP3,0.24328219289571681,0.10526894290654654,False,sub-30,SD,eyesopen,75,0
CP5,0.28749560231664256,0.11492457939791001,False,sub-30,SD,eyesopen,75,0
TP7,0.2751743084449457,0.11177349270787733,False,sub-30,SD,eyesopen,75,0
TP9,0.2969003632958632,0.13791632760734782,False,sub-30,SD,eyesopen,75,0
Pz,0.23853717319183057,0.11507180188068854,False,sub-30,SD,eyesopen,75,0
P1,0.24009083168974607,0.1126554114868672,False,sub-30,SD,eyesopen,75,0
P3,0.25977495451685084,0.11698895508972572,False,sub-30,SD,eyesopen,75,0
P5,0.2988111944638559,0.12965921860982368,False,sub-30,SD,eyesopen,75,0
P7,0.33329065365919025,0.15060181001294914,False,sub-30,SD,eyesopen,75,0
PO3,0.26648107977425306,0.12849432575525546,False,sub-30,SD,eyesopen,75,0
PO7,0.3294188848669011,0.15175631520872948,False,sub-30,SD,eyesopen,75,0
Oz,0.25295332172617313,0.13059141244102598,False,sub-30,SD,eyesopen,75,0
O1,0.28581451097522215,0.137462410425638,False,sub-30,SD,eyesopen,75,0
Fpz,0.1440295276675181,0.12307249841474165,False,sub-30,SD,eyesopen,75,0
Fp2,0.13487093504910952,0.11289136234138944,False,sub-30,SD,eyesopen,75,0
AF4,0.15713388783891483,0.10805184882895945,False,sub-30,SD,eyesopen,75,0
AF8,0.20147709692765184,0.12722639462003868,False,sub-30,SD,eyesopen,75,0
F2,0.24023936346460786,0.12736523350451814,False,sub-30,SD,eyesopen,75,0
F4,0.2295066613500276,0.11930347360640978,False,sub-30,SD,eyesopen,75,0
F6,0.22517523328737013,0.10839411525963019,False,sub-30,SD,eyesopen,75,0
F8,0.2668563843074866,0.11053123934934243,False,sub-30,SD,eyesopen,75,0
FC2,0.23853438327472412,0.10507971123320915,False,sub-30,SD,eyesopen,75,0
FC4,0.26751008830325557,0.1039059128692169,False,sub-30,SD,eyesopen,75,0
FC6,0.28120657511558317,0.10770289281704702,False,sub-30,SD,eyesopen,75,0
FT8,0.2780454044934059,0.10698385875585914,False,sub-30,SD,eyesopen,75,0
C2,0.2342931794007915,0.10564065346799857,False,sub-30,SD,eyesopen,75,0
C4,0.24995012269920863,0.11093641724334054,False,sub-30,SD,eyesopen,75,0
C6,0.2648428722341226,0.11378158131826295,False,sub-30,SD,eyesopen,75,0
T8,0.26674733781386034,0.11129979959050586,False,sub-30,SD,eyesopen,75,0
CPz,0.23041751541921787,0.11224857656573234,False,sub-30,SD,eyesopen,75,0
CP2,0.2365036454794663,0.11166900990932185,False,sub-30,SD,eyesopen,75,0
CP4,0.24703636421705408,0.11083508618835283,False,sub-30,SD,eyesopen,75,0
CP6,0.2549637982344335,0.11761610863327442,False,sub-30,SD,eyesopen,75,0
TP8,0.2650266857383859,0.11756411843777817,False,sub-30,SD,eyesopen,75,0
TP10,0.2652313634409113,0.11838646928426295,False,sub-30,SD,eyesopen,75,0
P2,0.240285683126719,0.11359655020707457,False,sub-30,SD,eyesopen,75,0
P4,0.24386950187899076,0.1193298469263891,False,sub-30,SD,eyesopen,75,0
P6,0.25262808547723486,0.12541443710039474,False,sub-30,SD,eyesopen,75,0
P8,0.2613389724043031,0.1264196348667039,False,sub-30,SD,eyesopen,75,0
POz,0.2451049407909058,0.12606627400629816,False,sub-30,SD,eyesopen,75,0
PO4,0.24404974193152185,0.1268508855808651,False,sub-30,SD,eyesopen,75,0
PO8,0.25227237835091876,0.13230056525103495,False,sub-30,SD,eyesopen,75,0
O2,0.23897648120628745,0.1292297764864859,False,sub-30,SD,eyesopen,75,0
Fp1,0.20836389342124734,0.08224055356842103,False,sub-31,NS,eyesclosed,75,0
AF3,0.22829625582237587,0.07416235313202285,False,sub-31,NS,eyesclosed,75,0
AF7,0.22397625381637984,0.08962053187529773,False,sub-31,NS,eyesclosed,75,0
Fz,0.21374226836251234,0.07015127182112395,False,sub-31,NS,eyesclosed,75,0
F1,0.21991775850337628,0.07310165707655038,False,sub-31,NS,eyesclosed,75,0
F3,0.20482663224491135,0.0664394694323609,False,sub-31,NS,eyesclosed,75,0
F5,0.2284105827744187,0.07622843076530769,False,sub-31,NS,eyesclosed,75,0
F7,0.21066149657477384,0.08119364513116813,False,sub-31,NS,eyesclosed,75,0
FC1,0.135855509460785,0.054472541838666656,False,sub-31,NS,eyesclosed,75,0
FC3,0.18858260194019996,0.06752982482637147,False,sub-31,NS,eyesclosed,75,0
FC5,0.21605244378245686,0.07053931768004354,False,sub-31,NS,eyesclosed,75,0
FT7,0.22248942319489454,0.0752327655803874,False,sub-31,NS,eyesclosed,75,0
Cz,0.18644423950091615,0.07087749109429581,False,sub-31,NS,eyesclosed,75,0
C1,0.20534301813650147,0.06535820677315059,False,sub-31,NS,eyesclosed,75,0
C3,0.1808157345273974,0.062156435686655825,False,sub-31,NS,eyesclosed,75,0
C5,0.2127548830558562,0.06517529351612791,False,sub-31,NS,eyesclosed,75,0
T7,0.19942942168934527,0.06702320350373431,False,sub-31,NS,eyesclosed,75,0
CP1,0.19909078457693558,0.06258687244439977,False,sub-31,NS,eyesclosed,75,0
CP3,0.18886679198425854,0.05843376752651766,False,sub-31,NS,eyesclosed,75,0
CP5,0.18378736131304146,0.06033428345163882,False,sub-31,NS,eyesclosed,75,0
TP7,0.22973599525327992,0.07050173032063514,False,sub-31,NS,eyesclosed,75,0
TP9,0.12603396505213313,0.04580200049029423,False,sub-31,NS,eyesclosed,75,0
Pz,0.20411232743362742,0.060789320564962945,False,sub-31,NS,eyesclosed,75,0
P1,0.19772737569174817,0.06320961629025922,False,sub-31,NS,eyesclosed,75,0
P3,0.19321296039635402,0.06007590136630638,False,sub-31,NS,eyesclosed,75,0
P5,0.1690106909981228,0.05366019684238469,False,sub-31,NS,eyesclosed,75,0
P7,0.2277815225210927,0.06579974197001892,False,sub-31,NS,eyesclosed,75,0
PO3,0.1937629024298311,0.06994630172194802,False,sub-31,NS,eyesclosed,75,0
PO7,0.21356682279983005,0.07053235331621205,False,sub-31,NS,eyesclosed,75,0
Oz,0.21059270316270903,0.06947567942943603,False,sub-31,NS,eyesclosed,75,0
O1,0.21228646107089685,0.07096805633275013,False,sub-31,NS,eyesclosed,75,0
Fpz,0.2210024871420745,0.08171113070500727,False,sub-31,NS,eyesclosed,75,0
Fp2,0.22380259075025266,0.0810203498515841,False,sub-31,NS,eyesclosed,75,0
AF4,0.2132581984153862,0.07353999750670072,False,sub-31,NS,eyesclosed,75,0
AF8,0.23022657733006316,0.07712071938546668,False,sub-31,NS,eyesclosed,75,0
F2,0.18608165660244252,0.07110546196929629,False,sub-31,NS,eyesclosed,75,0
F4,0.19182660217306557,0.07054307019040082,False,sub-31,NS,eyesclosed,75,0
F6,0.2264481276818719,0.07491750371255491,False,sub-31,NS,eyesclosed,75,0
F8,0.25435298754080377,0.08041010683473426,False,sub-31,NS,eyesclosed,75,0
FC2,0.12502340693428804,0.04906272628545565,False,sub-31,NS,eyesclosed,75,0
FC4,0.1992995524552947,0.06551515294301967,False,sub-31,NS,eyesclosed,75,0
FC6,0.22663368668614675,0.07237727205656522,False,sub-31,NS,eyesclosed,75,0
FT8,0.2527478945958423,0.07183005885216845,False,sub-31,NS,eyesclosed,75,0
C2,0.19692417206523016,0.05309766194583621,False,sub-31,NS,eyesclosed,75,0
C4,0.20822767397596242,0.06466676850733905,False,sub-31,NS,eyesclosed,75,0
C6,0.19888839975860675,0.06245634466834839,False,sub-31,NS,eyesclosed,75,0
T8,0.05990825383447703,0.02509787262650276,False,sub-31,NS,eyesclosed,75,0
CPz,0.21487376892897037,0.07123549451566932,False,sub-31,NS,eyesclosed,75,0
CP2,0.21051219143262861,0.05593783839023418,False,sub-31,NS,eyesclosed,75,0
CP4,0.2039682371453731,0.05962976936006493,False,sub-31,NS,eyesclosed,75,0
CP6,0.22462280240984933,0.066330893058713,False,sub-31,NS,eyesclosed,75,0
TP8,0.22917220948058856,0.06813198585504567,False,sub-31,NS,eyesclosed,75,0
TP10,0.2445568212107787,0.0802043376768714,False,sub-31,NS,eyesclosed,75,0
P2,0.2014784017354031,0.06003489919984089,False,sub-31,NS,eyesclosed,75,0
P4,0.20148910578028642,0.06253063095659273,False,sub-31,NS,eyesclosed,75,0
P6,0.21195260201664928,0.06342308735153292,False,sub-31,NS,eyesclosed,75,0
P8,0.22337303903523462,0.06930303116166632,False,sub-31,NS,eyesclosed,75,0
POz,0.20746080964484956,0.06918794230169592,False,sub-31,NS,eyesclosed,75,0
PO4,0.20355342556769082,0.07068704597070224,False,sub-31,NS,eyesclosed,75,0
PO8,0.21508645490597791,0.0702723326173735,False,sub-31,NS,eyesclosed,75,0
O2,0.21268364276248916,0.0739241419116505,False,sub-31,NS,eyesclosed,75,0
Fp1,0.12370066455743907,0.07217911788831297,False,sub-31,NS,eyesopen,75,0
AF3,0.18355784778832368,0.09782697505237137,False,sub-31,NS,eyesopen,75,0
AF7,0.14723650190056706,0.07722372328667346,False,sub-31,NS,eyesopen,75,0
Fz,0.18829323486712482,0.08923034661538685,False,sub-31,NS,eyesopen,75,0
F1,0.19501574785608833,0.09312991068812919,False,sub-31,NS,eyesopen,75,0
F3,0.18020592666928856,0.08017123759948636,False,sub-31,NS,eyesopen,75,0
F5,0.19774571157839324,0.08673860254959984,False,sub-31,NS,eyesopen,75,0
F7,0.17791701373020102,0.08521625855532015,False,sub-31,NS,eyesopen,75,0
FC1,0.12982729512960703,0.05147412476629329,False,sub-31,NS,eyesopen,75,0
FC3,0.19203493315155154,0.07148554059378343,False,sub-31,NS,eyesopen,75,0
FC5,0.20358008961821633,0.06869221425047417,False,sub-31,NS,eyesopen,75,0
FT7,0.177011007501979,0.061257927407588855,False,sub-31,NS,eyesopen,75,0
Cz,0.1765951932250642,0.06733920855431443,False,sub-31,NS,eyesopen,75,0
C1,0.1851598184413741,0.06416479793456768,False,sub-31,NS,eyesopen,75,0
C3,0.1751909653574496,0.059612557072659736,False,sub-31,NS,eyesopen,75,0
C5,0.19021909708855939,0.06293569256183305,False,sub-31,NS,eyesopen,75,0
T7,0.14160407388122295,0.0442882987105194,False,sub-31,NS,eyesopen,75,0
CP1,0.18715616516561132,0.07194620838062482,False,sub-31,NS,eyesopen,75,0
CP3,0.17752572857821314,0.062166518398524925,False,sub-31,NS,eyesopen,75,0
CP5,0.16103938968415932,0.05639230366739623,False,sub-31,NS,eyesopen,75,0
TP7,0.14893877007629241,0.04822790830994113,False,sub-31,NS,eyesopen,75,0
TP9,0.13233792829152505,0.05789446265603327,False,sub-31,NS,eyesopen,75,0
Pz,0.18489777365160218,0.07216779870863815,False,sub-31,NS,eyesopen,75,0
P1,0.18796807540978164,0.07222284122888405,False,sub-31,NS,eyesopen,75,0
P3,0.18885904207800175,0.06211924968695148,False,sub-31,NS,eyesopen,75,0
P5,0.15182639706159692,0.05450685006693244,False,sub-31,NS,eyesopen,75,0
P7,0.1448524945278273,0.049990610884688105,False,sub-31,NS,eyesopen,75,0
PO3,0.19894865101042553,0.07395091312141817,False,sub-31,NS,eyesopen,75,0
PO7,0.14726612159943747,0.05440389333873051,False,sub-31,NS,eyesopen,75,0
Oz,0.19336575719479696,0.07448846252140512,False,sub-31,NS,eyesopen,75,0
O1,0.17838232551569075,0.06297511521946764,False,sub-31,NS,eyesopen,75,0
Fpz,0.16926303538430795,0.09777385751118217,False,sub-31,NS,eyesopen,75,0
Fp2,0.11604240087849883,0.05943466041709698,False,sub-31,NS,eyesopen,75,0
AF4,0.12442134003314458,0.0631139489339042,False,sub-31,NS,eyesopen,75,0
AF8,0.16058281149882767,0.08670216974432349,False,sub-31,NS,eyesopen,75,0
F2,0.1530783460114844,0.0812454876812653,False,sub-31,NS,eyesopen,75,0
F4,0.16808283522129103,0.07681327800021377,False,sub-31,NS,eyesopen,75,0
F6,0.1895206690492031,0.08786455885156531,False,sub-31,NS,eyesopen,75,0
F8,0.1446749979666972,0.06044724557470532,False,sub-31,NS,eyesopen,75,0
FC2,0.10528551476015668,0.04981398260644327,False,sub-31,NS,eyesopen,75,0
FC4,0.19832622802230815,0.06402960711951759,False,sub-31,NS,eyesopen,75,0
FC6,0.1975842778400728,0.05733020881210888,False,sub-31,NS,eyesopen,75,0
FT8,0.1915395479653691,0.05488038805059343,False,sub-31,NS,eyesopen,75,0
C2,0.20235817383625848,0.07024655522594213,False,sub-31,NS,eyesopen,75,0
C4,0.20294463151830672,0.06307406210951194,False,sub-31,NS,eyesopen,75,0
C6,0.15855792805964494,0.04707719662086721,False,sub-31,NS,eyesopen,75,0
